transcript	#geneID
RNA12055	gene5951
RNA12056	gene5952
RNA12057	gene5952
RNA12058	gene5953
RNA12060	gene5954
RNA12061	gene5954
RNA12062	gene5954
RNA12063	gene5954
RNA12065	gene5954
RNA12069	gene5954
RNA12070	gene5954
RNA12071	gene5955
RNA12072	gene5956
RNA12073	gene5957
RNA12077	gene5959
RNA12076	gene5958
RNA12078	gene5960
RNA12079	gene5961
RNA12086	gene5965
RNA12087	gene5966
RNA12090	gene5967
RNA12091	gene5967
RNA12092	gene5967
RNA12093	gene5967
RNA12094	gene5968
RNA12095	gene5968
RNA12096	gene5969
RNA12097	gene5970
RNA12098	gene5971
RNA12100	gene5972
RNA12101	gene5973
RNA12102	gene5974
RNA12108	gene5975
RNA12109	gene5976
RNA12110	gene5976
RNA12114	gene5977
RNA12115	gene5977
RNA12116	gene5977
RNA12117	gene5978
RNA12118	gene5979
RNA12119	gene5979
RNA12120	gene5980
RNA12121	gene5981
RNA12122	gene5982
RNA12123	gene5983
RNA12124	gene5984
RNA12125	gene5985
RNA12126	gene5986
RNA12127	gene5987
RNA12128	gene5988
RNA12129	gene5988
RNA12130	gene5989
RNA12131	gene5990
RNA12132	gene5991
RNA12133	gene5992
RNA12137	gene5992
RNA12138	gene5993
RNA12140	gene5993
RNA12141	gene5994
RNA12142	gene5994
RNA12143	gene5994
RNA12144	gene5994
RNA12145	gene5995
RNA12146	gene5996
RNA12147	gene5997
RNA12148	gene5998
RNA12149	gene5999
RNA12150	gene5999
RNA12151	gene6000
RNA12152	gene6001
RNA12153	gene6001
RNA12155	gene6002
RNA12158	gene6004
RNA12157	gene6003
RNA12160	gene6005
RNA12161	gene6005
RNA12162	gene6006
RNA12165	gene6007
RNA12166	gene6008
RNA12167	gene6008
RNA12169	gene6009
RNA12170	gene6010
RNA12171	gene6011
RNA12172	gene6012
RNA12174	gene6014
RNA12175	gene6015
RNA12176	gene6015
RNA12177	gene6016
RNA12178	gene6016
RNA12179	gene6016
RNA12180	gene6016
RNA12181	gene6016
RNA12185	gene6018
RNA12186	gene6019
RNA12187	gene6020
RNA12188	gene6021
RNA12189	gene6021
RNA12190	gene6022
RNA12191	gene6022
RNA12192	gene6022
RNA12193	gene6022
RNA12194	gene6023
RNA12195	gene6024
RNA12196	gene6024
RNA12197	gene6024
RNA12198	gene6025
RNA12202	gene6025
RNA12203	gene6025
RNA12204	gene6026
RNA12208	gene6026
RNA12209	gene6026
RNA12211	gene6026
RNA12212	gene6026
RNA12213	gene6026
RNA12214	gene6026
RNA12215	gene6027
RNA12222	gene6029
RNA12219	gene6028
RNA12220	gene6028
RNA12224	gene6030
RNA12225	gene6031
RNA12226	gene6032
RNA12227	gene6033
RNA12228	gene6034
RNA12229	gene6035
RNA12230	gene6036
RNA12231	gene6037
RNA12232	gene6037
RNA12233	gene6038
RNA12234	gene6039
RNA12236	gene6040
RNA12237	gene6041
RNA12238	gene6042
RNA12239	gene6043
RNA12240	gene6043
RNA12241	gene6044
RNA12242	gene6045
RNA12243	gene6046
RNA12244	gene6046
RNA12245	gene6046
RNA12246	gene6046
RNA12247	gene6046
RNA12248	gene6046
RNA12249	gene6047
RNA12250	gene6047
RNA12251	gene6048
RNA12252	gene6049
RNA12253	gene6049
RNA12254	gene6049
RNA12255	gene6050
RNA12256	gene6050
RNA12257	gene6050
RNA12258	gene6050
RNA12259	gene6050
RNA12260	gene6051
RNA12261	gene6051
RNA12264	gene6052
RNA12265	gene6052
RNA12266	gene6052
RNA12268	gene6052
RNA12269	gene6052
RNA12271	gene6053
RNA12272	gene6054
RNA12273	gene6054
RNA12274	gene6055
RNA12275	gene6056
RNA12276	gene6057
RNA12277	gene6058
RNA12278	gene6059
RNA12279	gene6060
RNA12280	gene6061
RNA12281	gene6062
RNA12282	gene6063
RNA12283	gene6064
RNA12284	gene6065
RNA12285	gene6066
RNA12286	gene6067
RNA12287	gene6068
RNA12288	gene6069
RNA12289	gene6069
RNA12290	gene6070
RNA12293	gene6071
RNA12294	gene6071
RNA12295	gene6072
RNA12296	gene6072
RNA12297	gene6072
RNA12298	gene6073
RNA12299	gene6074
RNA12300	gene6075
RNA12301	gene6076
RNA12302	gene6077
RNA12303	gene6078
RNA12307	gene6078
RNA12308	gene6079
RNA12309	gene6079
RNA12310	gene6080
RNA12311	gene6081
RNA12312	gene6082
RNA12313	gene6082
RNA12317	gene6082
RNA12318	gene6083
RNA12319	gene6083
RNA12320	gene6083
RNA12321	gene6084
RNA12322	gene6085
RNA12323	gene6085
RNA12324	gene6086
RNA12325	gene6087
RNA12326	gene6087
RNA12327	gene6088
RNA12330	gene6089
RNA12331	gene6089
RNA12332	gene6089
RNA12333	gene6090
RNA12334	gene6090
RNA12335	gene6090
RNA12336	gene6091
RNA12337	gene6092
RNA12340	gene6092
RNA12343	gene6092
RNA12344	gene6093
RNA12345	gene6094
RNA12346	gene6095
RNA12347	gene6095
RNA12348	gene6095
RNA12349	gene6096
RNA12350	gene6096
RNA12351	gene6096
RNA12352	gene6097
RNA12353	gene6098
RNA12354	gene6099
RNA12356	gene6100
RNA12357	gene6101
RNA12360	gene6102
RNA12361	gene6102
RNA12362	gene6102
RNA12363	gene6102
RNA12364	gene6102
RNA12365	gene6103
RNA12366	gene6104
RNA12367	gene6105
RNA12368	gene6106
RNA12369	gene6106
RNA12370	gene6106
RNA12371	gene6107
RNA12372	gene6108
RNA12373	gene6109
RNA12374	gene6110
RNA12375	gene6111
RNA12378	gene6112
RNA12379	gene6113
RNA12384	gene6115
RNA12385	gene6116
RNA12380	gene6114
RNA12381	gene6114
RNA12387	gene6117
RNA12388	gene6118
RNA12389	gene6119
RNA12390	gene6119
RNA12391	gene6120
RNA12392	gene6120
RNA12394	gene6121
RNA12395	gene6121
RNA12396	gene6122
RNA12397	gene6123
RNA12399	gene6124
RNA12400	gene6125
RNA12404	gene6126
RNA12406	gene6127
RNA12409	gene6127
RNA12410	gene6127
RNA12412	gene6128
RNA12413	gene6128
RNA12414	gene6129
RNA12415	gene6130
RNA12416	gene6131
RNA12417	gene6131
RNA12419	gene6133
RNA12420	gene6134
RNA12421	gene6135
RNA12425	gene6135
RNA12426	gene6135
RNA12427	gene6135
RNA12428	gene6135
RNA12429	gene6135
RNA12430	gene6136
RNA12431	gene6136
RNA12432	gene6136
RNA12434	gene6138
RNA12435	gene6139
RNA12436	gene6139
RNA12437	gene6139
RNA12438	gene6139
RNA12440	gene6140
RNA12441	gene6141
RNA12442	gene6141
RNA12443	gene6142
RNA12444	gene6143
RNA12445	gene6144
RNA12448	gene6145
RNA12451	gene6146
RNA12452	gene6146
RNA12454	gene6146
RNA12455	gene6147
RNA12456	gene6148
RNA12457	gene6148
RNA12477	gene6150
RNA12458	gene6149
RNA12459	gene6149
RNA12460	gene6149
RNA12461	gene6149
RNA12462	gene6149
RNA12463	gene6149
RNA12464	gene6149
RNA12465	gene6149
RNA12466	gene6149
RNA12467	gene6149
RNA12468	gene6149
RNA12469	gene6149
RNA12470	gene6149
RNA12472	gene6149
RNA12473	gene6149
RNA12474	gene6149
RNA12475	gene6149
RNA12476	gene6149
RNA12478	gene6151
RNA12479	gene6152
RNA12483	gene6154
RNA12486	gene6154
RNA12480	gene6153
RNA12481	gene6153
RNA12482	gene6153
RNA12487	gene6155
RNA12488	gene6155
RNA12489	gene6156
RNA12491	gene6158
RNA12492	gene6159
RNA12493	gene6159
RNA12494	gene6160
RNA12495	gene6161
RNA12496	gene6162
RNA12497	gene6163
RNA12498	gene6164
RNA12499	gene6164
RNA12500	gene6164
RNA12501	gene6164
RNA12502	gene6164
RNA12503	gene6164
RNA12505	gene6166
RNA12506	gene6166
RNA12507	gene6166
RNA12508	gene6166
RNA12509	gene6167
RNA12513	gene6167
RNA12514	gene6168
RNA12515	gene6169
RNA12516	gene6171
RNA12517	gene6172
RNA12519	gene6174
RNA12520	gene6175
RNA12521	gene6176
RNA12522	gene6177
RNA12523	gene6178
RNA12524	gene6179
RNA12525	gene6180
RNA12526	gene6181
RNA12527	gene6182
RNA12528	gene6183
RNA12529	gene6184
RNA12530	gene6185
RNA12532	gene6187
RNA12533	gene6188
RNA12536	gene6189
RNA12537	gene6190
RNA12538	gene6191
RNA12539	gene6192
RNA12540	gene6193
RNA12541	gene6194
RNA12542	gene6195
RNA12543	gene6196
RNA12545	gene6198
RNA12546	gene6199
RNA12547	gene6199
RNA12548	gene6200
RNA12550	gene6200
RNA12551	gene6200
RNA12552	gene6200
RNA12553	gene6200
RNA12554	gene6200
RNA12555	gene6200
RNA12556	gene6200
RNA12557	gene6200
RNA12558	gene6200
RNA12559	gene6200
RNA12560	gene6200
RNA12561	gene6200
RNA12562	gene6201
RNA12563	gene6202
RNA12564	gene6203
RNA12565	gene6204
RNA12566	gene6204
RNA12567	gene6204
RNA12568	gene6204
RNA12569	gene6204
RNA12570	gene6204
RNA12571	gene6204
RNA12572	gene6204
RNA12573	gene6204
RNA12576	gene6206
RNA12577	gene6207
RNA12578	gene6208
RNA12579	gene6209
RNA12580	gene6210
RNA12581	gene6210
RNA12582	gene6210
RNA12583	gene6211
RNA12584	gene6211
RNA12585	gene6212
RNA12597	gene6222
RNA12599	gene6222
RNA12600	gene6223
RNA12601	gene6223
RNA12604	gene6226
RNA12605	gene6226
RNA12606	gene6226
RNA12607	gene6227
RNA12609	gene6229
RNA12610	gene6229
RNA12612	gene6230
RNA12613	gene6231
RNA12614	gene6231
RNA12616	gene6231
RNA12617	gene6232
RNA12619	gene6232
RNA12620	gene6232
RNA12621	gene6232
RNA12623	gene6232
RNA12624	gene6233
RNA12625	gene6233
RNA12626	gene6233
RNA12627	gene6233
RNA12629	gene6234
RNA12630	gene6235
RNA12631	gene6236
RNA12633	gene6237
RNA12634	gene6238
RNA12635	gene6238
RNA12636	gene6238
RNA12637	gene6238
RNA12638	gene6239
RNA12639	gene6239
RNA12640	gene6240
RNA12641	gene6240
RNA12642	gene6240
RNA12643	gene6240
RNA12592	gene6219
RNA12644	gene6241
RNA12645	gene6242
RNA12646	gene6242
RNA12647	gene6242
RNA12648	gene6243
RNA12649	gene6243
RNA12650	gene6244
RNA12651	gene6244
RNA12652	gene6244
RNA12653	gene6244
RNA12654	gene6245
RNA12655	gene6246
RNA12657	gene6248
RNA12658	gene6248
RNA12659	gene6249
RNA12660	gene6249
RNA12662	gene6250
RNA12663	gene6251
RNA12664	gene6251
RNA12665	gene6251
RNA12666	gene6251
RNA12667	gene6251
RNA12668	gene6252
RNA12669	gene6253
RNA12670	gene6254
RNA12671	gene6254
RNA12672	gene6255
RNA12673	gene6256
RNA12674	gene6257
RNA12675	gene6258
RNA12676	gene6259
RNA12677	gene6260
RNA12678	gene6261
RNA12679	gene6261
RNA12681	gene6263
RNA12682	gene6264
RNA12683	gene6264
RNA12684	gene6264
RNA12685	gene6264
RNA12686	gene6264
RNA12687	gene6264
RNA12688	gene6264
RNA12689	gene6264
RNA12690	gene6264
RNA12691	gene6264
RNA12692	gene6264
RNA12696	gene6266
RNA12697	gene6267
RNA12698	gene6268
RNA12699	gene6269
RNA12700	gene6270
RNA12701	gene6271
RNA12702	gene6272
RNA12703	gene6273
RNA12704	gene6274
RNA12705	gene6275
RNA12706	gene6275
RNA12709	gene6276
RNA12710	gene6277
RNA12714	gene6278
RNA12715	gene6278
RNA12716	gene6279
RNA12718	gene6280
RNA12719	gene6281
RNA12720	gene6282
RNA12721	gene6283
RNA12722	gene6284
RNA12723	gene6285
RNA12724	gene6286
RNA12725	gene6287
RNA12726	gene6288
RNA12728	gene6288
RNA12730	gene6289
RNA12731	gene6290
RNA12734	gene6291
RNA12735	gene6291
RNA12736	gene6291
RNA12737	gene6291
RNA12738	gene6292
RNA12739	gene6293
RNA12740	gene6294
RNA12741	gene6294
RNA12743	gene6296
RNA12744	gene6297
RNA12745	gene6298
RNA12746	gene6299
RNA12748	gene6299
RNA12749	gene6300
RNA12750	gene6301
RNA12751	gene6302
RNA12754	gene6302
RNA12755	gene6302
RNA12756	gene6302
RNA12757	gene6302
RNA12758	gene6303
RNA12759	gene6304
RNA12760	gene6305
RNA12761	gene6305
RNA12762	gene6306
RNA12763	gene6307
RNA12764	gene6308
RNA12765	gene6308
RNA12768	gene6308
RNA12769	gene6309
RNA12770	gene6310
RNA12777	gene6311
RNA12795	gene6313
RNA12796	gene6313
RNA12797	gene6313
RNA12798	gene6314
RNA12799	gene6314
RNA12778	gene6312
RNA12779	gene6312
RNA12780	gene6312
RNA12781	gene6312
RNA12788	gene6312
RNA12789	gene6312
RNA12790	gene6312
RNA12791	gene6312
RNA12792	gene6312
RNA12793	gene6312
RNA12794	gene6312
RNA12803	gene6318
RNA12804	gene6319
RNA12805	gene6320
RNA12807	gene6321
RNA12808	gene6322
RNA12810	gene6323
RNA12812	gene6324
RNA12813	gene6325
RNA12814	gene6326
RNA12815	gene6327
RNA12817	gene6327
RNA12818	gene6327
RNA12819	gene6328
RNA12820	gene6329
RNA12822	gene6330
RNA12823	gene6331
RNA12824	gene6332
RNA12825	gene6333
RNA12826	gene6334
RNA12827	gene6335
RNA12828	gene6336
RNA12829	gene6337
RNA12830	gene6337
RNA12831	gene6338
RNA12832	gene6339
RNA12833	gene6339
RNA12834	gene6340
RNA12835	gene6340
RNA12836	gene6340
RNA12837	gene6341
RNA12838	gene6341
RNA12839	gene6342
RNA12840	gene6343
RNA12841	gene6344
RNA12842	gene6345
RNA12847	gene6346
RNA12849	gene6347
RNA12850	gene6348
RNA12851	gene6349
RNA12852	gene6350
RNA12853	gene6350
RNA12855	gene6351
RNA12856	gene6352
RNA12861	gene6353
RNA12862	gene6354
RNA12863	gene6355
RNA12864	gene6355
RNA12865	gene6355
RNA12867	gene6356
RNA12869	gene6357
RNA12870	gene6358
RNA12871	gene6358
RNA12872	gene6358
RNA12873	gene6358
RNA12874	gene6358
RNA12875	gene6359
RNA12877	gene6360
RNA12878	gene6361
RNA12879	gene6362
RNA12880	gene6363
RNA12882	gene6364
RNA12883	gene6364
RNA12884	gene6364
RNA12885	gene6365
RNA12886	gene6366
RNA12888	gene6367
RNA12889	gene6368
RNA12890	gene6369
RNA12892	gene6370
RNA12893	gene6370
RNA12894	gene6370
RNA12895	gene6370
RNA12896	gene6371
RNA12898	gene6372
RNA12899	gene6372
RNA12904	gene6372
RNA12905	gene6373
RNA12906	gene6374
RNA12908	gene6375
RNA12909	gene6376
RNA12913	gene6376
RNA12915	gene6377
RNA12916	gene6378
RNA12917	gene6378
RNA12918	gene6379
RNA12919	gene6379
RNA12921	gene6379
RNA12922	gene6379
RNA12925	gene6382
RNA12928	gene6383
RNA12929	gene6384
RNA12930	gene6385
RNA12932	gene6387
RNA12933	gene6387
RNA12934	gene6388
RNA12936	gene6389
RNA12937	gene6389
RNA12938	gene6389
RNA12939	gene6390
RNA12941	gene6392
RNA12942	gene6393
RNA12943	gene6394
RNA12944	gene6395
RNA12945	gene6395
RNA12948	gene6397
RNA12949	gene6397
RNA12950	gene6398
RNA12951	gene6399
RNA12952	gene6400
RNA12953	gene6401
RNA12955	gene6402
RNA12956	gene6403
RNA12962	gene6405
RNA12957	gene6404
RNA12958	gene6404
RNA12963	gene6406
RNA12964	gene6406
RNA12965	gene6407
RNA12966	gene6407
RNA12967	gene6407
RNA12968	gene6408
RNA12969	gene6409
RNA12970	gene6409
RNA12971	gene6409
RNA12972	gene6410
RNA12973	gene6410
RNA12974	gene6410
RNA12975	gene6411
RNA12976	gene6412
RNA12978	gene6413
RNA12979	gene6414
RNA12980	gene6415
RNA12981	gene6416
RNA12982	gene6417
RNA12984	gene6418
RNA12985	gene6419
RNA12986	gene6419
RNA12987	gene6420
RNA12988	gene6421
RNA12990	gene6422
RNA12991	gene6423
RNA12992	gene6424
RNA12993	gene6425
RNA12994	gene6426
RNA12995	gene6427
RNA12996	gene6428
RNA12997	gene6429
RNA12998	gene6429
RNA12999	gene6429
RNA13002	gene6431
RNA13003	gene6432
RNA13004	gene6432
RNA13006	gene6433
RNA13008	gene6435
RNA13009	gene6436
RNA13010	gene6436
RNA13011	gene6436
RNA13012	gene6437
RNA13015	gene6440
RNA13017	gene6442
RNA13018	gene6442
RNA13019	gene6442
RNA13020	gene6442
RNA13021	gene6442
RNA13022	gene6442
RNA13023	gene6443
RNA13024	gene6444
RNA13025	gene6445
RNA13026	gene6445
RNA13027	gene6446
RNA13028	gene6447
RNA13029	gene6447
RNA13030	gene6448
RNA13031	gene6449
RNA13032	gene6449
RNA13033	gene6449
RNA13034	gene6450
RNA13035	gene6451
RNA13038	gene6454
RNA13039	gene6455
RNA13037	gene6453
RNA13043	gene6459
RNA13044	gene6459
RNA13045	gene6460
RNA13046	gene6461
RNA13047	gene6462
RNA13048	gene6463
RNA13049	gene6464
RNA13050	gene6464
RNA13051	gene6465
RNA13052	gene6466
RNA13053	gene6466
RNA13054	gene6466
RNA13055	gene6467
RNA13056	gene6467
RNA13057	gene6468
RNA13058	gene6469
RNA13059	gene6469
RNA13060	gene6469
RNA13061	gene6469
RNA13063	gene6471
RNA13064	gene6471
RNA13065	gene6471
RNA13066	gene6472
RNA13067	gene6473
RNA13068	gene6473
RNA13069	gene6474
RNA13070	gene6475
RNA13071	gene6476
RNA13072	gene6477
RNA13075	gene6478
RNA13078	gene6479
RNA13079	gene6480
RNA13080	gene6480
RNA13084	gene6482
RNA13082	gene6481
RNA13085	gene6483
RNA13087	gene6484
RNA13088	gene6485
RNA13089	gene6486
RNA13090	gene6486
RNA13091	gene6486
RNA13092	gene6486
RNA13093	gene6487
RNA13094	gene6488
RNA13095	gene6489
RNA13096	gene6490
RNA13098	gene6491
RNA13099	gene6492
RNA13100	gene6493
RNA13102	gene6493
RNA13103	gene6494
RNA13104	gene6495
RNA13105	gene6496
RNA13106	gene6497
RNA13107	gene6497
RNA13110	gene6499
RNA13113	gene6500
RNA13114	gene6500
RNA13115	gene6500
RNA13116	gene6501
RNA13117	gene6502
RNA13118	gene6502
RNA13119	gene6503
RNA13120	gene6504
RNA13122	gene6506
RNA13125	gene6508
RNA13126	gene6508
RNA13127	gene6509
RNA13128	gene6510
RNA13129	gene6511
RNA13130	gene6512
RNA13131	gene6512
RNA13132	gene6513
RNA13133	gene6514
RNA13135	gene6514
RNA13136	gene6514
RNA13137	gene6514
RNA13138	gene6514
RNA13139	gene6514
RNA13140	gene6514
RNA13141	gene6514
RNA13142	gene6514
RNA13143	gene6514
RNA13144	gene6514
RNA13145	gene6514
RNA13146	gene6514
RNA13147	gene6514
RNA13148	gene6514
RNA13149	gene6514
RNA13150	gene6514
RNA13152	gene6514
RNA13154	gene6514
RNA13155	gene6514
RNA13156	gene6515
RNA13159	gene6518
RNA13160	gene6519
RNA13161	gene6520
RNA13162	gene6520
RNA13166	gene6521
RNA13167	gene6522
RNA13168	gene6523
RNA13169	gene6524
RNA13170	gene6525
RNA13171	gene6526
RNA13172	gene6526
RNA13176	gene6526
RNA13177	gene6527
RNA13178	gene6528
RNA13179	gene6529
RNA13181	gene6531
RNA13182	gene6531
RNA13183	gene6532
RNA13184	gene6533
RNA13186	gene6534
RNA13187	gene6535
RNA13188	gene6535
RNA13190	gene6536
RNA13191	gene6537
RNA13192	gene6538
RNA13196	gene6539
RNA13197	gene6540
RNA13199	gene6541
RNA13200	gene6542
RNA13203	gene6543
RNA13204	gene6544
RNA13207	gene6545
RNA13208	gene6546
RNA13210	gene6547
RNA13211	gene6548
RNA13212	gene6549
RNA13213	gene6549
RNA13214	gene6549
RNA13215	gene6550
RNA13220	gene6550
RNA13221	gene6551
RNA13222	gene6551
RNA13223	gene6552
RNA13224	gene6552
RNA13230	gene6553
RNA13231	gene6554
RNA13232	gene6554
RNA13233	gene6555
RNA13234	gene6555
RNA13235	gene6556
RNA13236	gene6557
RNA13237	gene6557
RNA13238	gene6558
RNA13239	gene6559
RNA13240	gene6560
RNA13241	gene6561
RNA13242	gene6562
RNA13243	gene6563
RNA13246	gene6564
RNA13247	gene6564
RNA13248	gene6565
RNA13249	gene6566
RNA13250	gene6566
RNA13251	gene6567
RNA13252	gene6568
RNA13253	gene6569
RNA13254	gene6569
RNA13255	gene6570
RNA13256	gene6571
RNA13257	gene6572
RNA13258	gene6572
RNA13259	gene6572
RNA13260	gene6572
RNA13263	gene6573
RNA13264	gene6574
RNA13265	gene6575
RNA13266	gene6576
RNA13267	gene6577
RNA13269	gene6578
RNA13270	gene6578
RNA13271	gene6578
RNA13272	gene6578
RNA13273	gene6578
RNA13274	gene6578
RNA13275	gene6578
RNA13276	gene6578
RNA13277	gene6578
RNA13278	gene6578
RNA13279	gene6579
RNA13280	gene6580
RNA13281	gene6581
RNA13282	gene6582
RNA13283	gene6582
RNA13284	gene6582
RNA13285	gene6583
RNA13286	gene6584
RNA13288	gene6586
RNA13289	gene6586
RNA13290	gene6586
RNA13291	gene6586
RNA13292	gene6586
RNA13296	gene6588
RNA13297	gene6588
RNA13298	gene6589
RNA13300	gene6590
RNA13301	gene6590
RNA13302	gene6591
RNA13303	gene6592
RNA13304	gene6593
RNA13305	gene6594
RNA13306	gene6594
RNA13307	gene6595
RNA13308	gene6596
RNA13309	gene6596
RNA13310	gene6596
RNA13311	gene6596
RNA13312	gene6596
RNA13313	gene6596
RNA13314	gene6596
RNA13315	gene6596
RNA13316	gene6596
RNA13317	gene6596
RNA13318	gene6596
RNA13319	gene6596
RNA13320	gene6596
RNA13321	gene6596
RNA13322	gene6597
RNA13323	gene6598
RNA13326	gene6598
RNA13327	gene6598
RNA13329	gene6600
RNA13330	gene6601
RNA13331	gene6601
RNA13332	gene6601
RNA13333	gene6602
RNA13334	gene6602
RNA13336	gene6603
RNA13337	gene6604
RNA13338	gene6605
RNA13340	gene6606
RNA13341	gene6606
RNA13342	gene6606
RNA13343	gene6606
RNA13344	gene6606
RNA13345	gene6606
RNA13346	gene6606
RNA13347	gene6606
RNA13348	gene6607
RNA13349	gene6608
RNA13350	gene6609
RNA13351	gene6610
RNA13353	gene6612
RNA13354	gene6613
RNA13355	gene6613
RNA13356	gene6613
RNA13357	gene6614
RNA13358	gene6615
RNA13359	gene6616
RNA13360	gene6617
RNA13361	gene6618
RNA13364	gene6619
RNA13366	gene6620
RNA13367	gene6621
RNA13369	gene6622
RNA13370	gene6623
RNA13371	gene6624
RNA13372	gene6624
RNA13377	gene6625
RNA13378	gene6626
RNA13379	gene6627
RNA13380	gene6628
RNA13381	gene6629
RNA13382	gene6629
RNA13383	gene6629
RNA13385	gene6631
RNA13386	gene6632
RNA13387	gene6633
RNA13389	gene6633
RNA13391	gene6634
RNA13392	gene6635
RNA13396	gene6635
RNA13397	gene6636
RNA13398	gene6636
RNA13399	gene6637
RNA13400	gene6637
RNA13401	gene6638
RNA13404	gene6639
RNA13405	gene6639
RNA13406	gene6640
RNA13407	gene6641
RNA13408	gene6642
RNA13409	gene6642
RNA13410	gene6643
RNA13411	gene6643
RNA13412	gene6644
RNA13413	gene6645
RNA13414	gene6646
RNA13415	gene6647
RNA13419	gene6651
RNA13420	gene6651
RNA13421	gene6651
RNA13422	gene6652
RNA13427	gene6653
RNA13428	gene6653
RNA13429	gene6653
RNA13430	gene6653
RNA13431	gene6653
RNA13432	gene6653
RNA13433	gene6653
RNA13434	gene6653
RNA13435	gene6653
RNA13436	gene6653
RNA13437	gene6653
RNA13438	gene6653
RNA13440	gene6654
RNA13441	gene6655
RNA13442	gene6655
RNA13443	gene6656
RNA13445	gene6657
RNA13447	gene6658
RNA13448	gene6659
RNA13449	gene6660
RNA13452	gene6660
RNA13453	gene6660
RNA13454	gene6661
RNA13455	gene6661
RNA13456	gene6661
RNA13458	gene6662
RNA13461	gene6663
RNA13463	gene6663
RNA13464	gene6663
RNA13465	gene6663
RNA13466	gene6663
RNA13467	gene6663
RNA13468	gene6663
RNA13469	gene6663
RNA13470	gene6663
RNA13474	gene6664
RNA13477	gene6665
RNA13478	gene6666
RNA13479	gene6667
RNA13480	gene6667
RNA13481	gene6667
RNA13483	gene6668
RNA13484	gene6668
RNA13486	gene6670
RNA13487	gene6670
RNA13488	gene6670
RNA13485	gene6669
RNA13490	gene6671
RNA13492	gene6672
RNA13493	gene6673
RNA13494	gene6673
RNA13495	gene6674
RNA13496	gene6675
RNA13497	gene6676
RNA13498	gene6677
RNA13499	gene6678
RNA13500	gene6678
RNA13501	gene6679
RNA13502	gene6679
RNA13503	gene6680
RNA13504	gene6680
RNA13505	gene6680
RNA13506	gene6681
RNA13507	gene6682
RNA13509	gene6683
RNA13510	gene6684
RNA13511	gene6685
RNA13512	gene6686
RNA13513	gene6686
RNA13515	gene6687
RNA13516	gene6688
RNA13517	gene6689
RNA13518	gene6689
RNA13519	gene6690
RNA13520	gene6691
RNA13521	gene6691
RNA13522	gene6692
RNA13523	gene6693
RNA13524	gene6694
RNA13525	gene6694
RNA13526	gene6695
RNA13528	gene6696
RNA13530	gene6698
RNA13531	gene6699
RNA13532	gene6699
RNA13533	gene6699
RNA13535	gene6701
RNA13536	gene6702
RNA13538	gene6703
RNA13539	gene6703
RNA13540	gene6703
RNA13541	gene6704
RNA13542	gene6705
RNA13543	gene6706
RNA13544	gene6707
RNA13545	gene6708
RNA13546	gene6709
RNA13547	gene6710
RNA13550	gene6711
RNA13551	gene6712
RNA13552	gene6713
RNA13554	gene6715
RNA13555	gene6716
RNA13556	gene6717
RNA13557	gene6717
RNA13558	gene6718
RNA13559	gene6719
RNA13562	gene6722
RNA13563	gene6723
RNA13564	gene6724
RNA13565	gene6724
RNA13566	gene6724
RNA13586	gene6727
RNA13587	gene6728
RNA13588	gene6729
RNA13589	gene6730
RNA13591	gene6731
RNA13592	gene6732
RNA13594	gene6732
RNA13595	gene6733
RNA13598	gene6734
RNA13599	gene6735
RNA13601	gene6736
RNA13602	gene6736
RNA13603	gene6737
RNA13604	gene6737
RNA13605	gene6737
RNA13606	gene6737
RNA13607	gene6737
RNA13608	gene6737
RNA13609	gene6737
RNA13610	gene6738
RNA13611	gene6738
RNA13612	gene6738
RNA13613	gene6738
RNA13614	gene6738
RNA13615	gene6738
RNA13616	gene6738
RNA13617	gene6738
RNA13618	gene6738
RNA13619	gene6738
RNA13620	gene6739
RNA13621	gene6740
RNA13623	gene6742
RNA13624	gene6743
RNA13625	gene6743
RNA13626	gene6743
RNA13627	gene6743
RNA13629	gene6743
RNA13630	gene6744
RNA13631	gene6745
RNA13632	gene6746
RNA13633	gene6747
RNA13634	gene6748
RNA13635	gene6748
RNA13636	gene6748
RNA13637	gene6748
RNA13639	gene6748
RNA13640	gene6748
RNA13642	gene6750
RNA13643	gene6750
RNA13644	gene6751
RNA13646	gene6752
RNA13647	gene6753
RNA13648	gene6753
RNA13649	gene6753
RNA13650	gene6754
RNA13651	gene6754
RNA13652	gene6755
RNA13653	gene6756
RNA13654	gene6756
RNA13659	gene6756
RNA13660	gene6756
RNA13661	gene6756
