transcript	#geneID
RNA16496	gene8269
RNA16497	gene8269
RNA16498	gene8270
RNA16499	gene8271
RNA16500	gene8272
RNA16501	gene8273
RNA16502	gene8274
RNA16503	gene8274
RNA16504	gene8275
RNA16505	gene8276
RNA16506	gene8277
RNA16507	gene8278
RNA16508	gene8278
RNA16509	gene8279
RNA16510	gene8280
RNA16511	gene8281
RNA16514	gene8284
RNA16515	gene8284
RNA16516	gene8285
RNA16517	gene8286
RNA16518	gene8287
RNA16519	gene8288
RNA16520	gene8289
RNA16521	gene8290
RNA16523	gene8291
RNA16524	gene8292
RNA16525	gene8293
RNA16526	gene8293
RNA16527	gene8294
RNA16528	gene8295
RNA16529	gene8296
RNA16530	gene8296
RNA16531	gene8297
RNA16532	gene8298
RNA16533	gene8298
RNA16534	gene8298
RNA16535	gene8298
RNA16536	gene8299
RNA16537	gene8300
RNA16538	gene8301
RNA16539	gene8301
RNA16541	gene8303
RNA16542	gene8304
RNA16545	gene8305
RNA16546	gene8306
RNA16547	gene8307
RNA16549	gene8309
RNA16550	gene8310
RNA16551	gene8311
RNA16552	gene8312
RNA16556	gene8313
RNA16557	gene8314
RNA16558	gene8315
RNA16559	gene8316
RNA16560	gene8317
RNA16561	gene8317
RNA16562	gene8318
RNA16563	gene8319
RNA16564	gene8320
RNA16565	gene8321
RNA16566	gene8322
RNA16567	gene8323
RNA16568	gene8324
RNA16569	gene8325
RNA16571	gene8326
RNA16572	gene8327
RNA16573	gene8328
RNA16574	gene8329
RNA16575	gene8330
RNA16576	gene8331
RNA16577	gene8331
RNA16578	gene8332
RNA16579	gene8332
RNA16580	gene8332
RNA16581	gene8333
RNA16582	gene8334
RNA16583	gene8335
RNA16584	gene8335
RNA16585	gene8335
RNA16586	gene8335
RNA16587	gene8335
RNA16588	gene8335
RNA16589	gene8335
RNA16590	gene8335
RNA16591	gene8335
RNA16592	gene8335
RNA16593	gene8335
RNA16594	gene8335
RNA16595	gene8335
RNA16596	gene8335
RNA16597	gene8335
RNA16598	gene8335
RNA16601	gene8336
RNA16602	gene8337
RNA16603	gene8337
RNA16604	gene8337
RNA16605	gene8337
RNA16606	gene8338
RNA16609	gene8338
RNA16611	gene8339
RNA16612	gene8340
RNA16613	gene8341
RNA16614	gene8342
RNA16616	gene8344
RNA16618	gene8346
RNA16619	gene8347
RNA16620	gene8348
RNA16621	gene8349
RNA16622	gene8350
RNA16623	gene8350
RNA16624	gene8350
RNA16626	gene8350
RNA16627	gene8350
RNA16628	gene8350
RNA16629	gene8351
RNA16631	gene8353
RNA16632	gene8354
RNA16633	gene8354
RNA16634	gene8355
RNA16635	gene8355
RNA16636	gene8355
RNA16640	gene8359
RNA16641	gene8359
RNA16642	gene8360
RNA16643	gene8361
RNA16645	gene8363
RNA16644	gene8362
RNA16646	gene8364
RNA16647	gene8365
RNA16648	gene8366
RNA16649	gene8367
RNA16650	gene8367
RNA16651	gene8367
RNA16652	gene8367
RNA16653	gene8367
RNA16654	gene8367
RNA16655	gene8367
RNA16656	gene8367
RNA16657	gene8367
RNA16658	gene8367
RNA16660	gene8367
RNA16661	gene8367
RNA16662	gene8367
RNA16664	gene8369
RNA16665	gene8370
RNA16666	gene8371
RNA16667	gene8372
RNA16668	gene8373
RNA16669	gene8374
RNA16670	gene8375
RNA16671	gene8376
RNA16672	gene8376
RNA16673	gene8377
RNA16674	gene8378
RNA16676	gene8378
RNA16677	gene8378
RNA16678	gene8378
RNA16679	gene8378
RNA16680	gene8378
RNA16684	gene8379
RNA16688	gene8380
RNA16689	gene8381
RNA16690	gene8382
RNA16691	gene8383
RNA16692	gene8383
RNA16694	gene8384
RNA16695	gene8384
RNA16696	gene8385
RNA16697	gene8386
RNA16698	gene8387
RNA16699	gene8387
RNA16700	gene8388
RNA16701	gene8389
RNA16702	gene8389
RNA16704	gene8390
RNA16705	gene8391
RNA16706	gene8392
RNA16708	gene8392
RNA16710	gene8392
RNA16711	gene8393
RNA16712	gene8393
RNA16713	gene8393
RNA16715	gene8395
RNA16716	gene8396
RNA16717	gene8397
RNA16720	gene8398
RNA16722	gene8399
RNA16723	gene8400
RNA16724	gene8401
RNA16726	gene8403
RNA16737	gene8405
RNA16741	gene8406
RNA16742	gene8406
RNA16744	gene8408
RNA16743	gene8407
RNA16745	gene8409
RNA16746	gene8410
RNA16748	gene8410
RNA16749	gene8410
RNA16751	gene8410
RNA16753	gene8411
RNA16754	gene8412
RNA16755	gene8413
RNA16756	gene8413
RNA16757	gene8414
RNA16758	gene8415
RNA16759	gene8415
RNA16761	gene8417
RNA16762	gene8418
RNA16763	gene8418
RNA16764	gene8419
RNA16765	gene8420
RNA16766	gene8420
RNA16768	gene8421
RNA16769	gene8421
RNA16770	gene8422
RNA16771	gene8422
RNA16772	gene8422
RNA16773	gene8423
RNA16774	gene8424
RNA16775	gene8424
RNA16776	gene8424
RNA16779	gene8425
RNA16780	gene8426
RNA16781	gene8427
RNA16782	gene8428
RNA16783	gene8429
RNA16784	gene8430
RNA16787	gene8431
RNA16788	gene8431
RNA16789	gene8432
RNA16790	gene8433
RNA16791	gene8434
RNA16792	gene8435
RNA16793	gene8436
RNA16794	gene8437
RNA16795	gene8438
RNA16796	gene8439
RNA16797	gene8439
RNA16799	gene8439
RNA16800	gene8440
RNA16801	gene8440
RNA16803	gene8441
RNA16804	gene8442
RNA16805	gene8442
RNA16806	gene8442
RNA16807	gene8442
RNA16809	gene8442
RNA16811	gene8443
RNA16812	gene8444
RNA16813	gene8444
RNA16814	gene8445
RNA16815	gene8446
RNA16817	gene8447
RNA16818	gene8448
RNA16819	gene8448
RNA16820	gene8448
RNA16821	gene8448
RNA16822	gene8449
RNA16823	gene8450
RNA16824	gene8451
RNA16827	gene8453
RNA16829	gene8454
RNA16830	gene8455
RNA16831	gene8455
RNA16832	gene8456
RNA16833	gene8457
RNA16835	gene8459
RNA16836	gene8460
RNA16837	gene8460
RNA16838	gene8461
RNA16839	gene8462
RNA16840	gene8463
RNA16841	gene8464
RNA16842	gene8465
RNA16843	gene8466
RNA16844	gene8466
RNA16845	gene8467
RNA16846	gene8468
RNA16847	gene8469
RNA16848	gene8469
RNA16849	gene8469
RNA16850	gene8469
RNA16851	gene8469
RNA16857	gene8475
RNA16858	gene8476
RNA16859	gene8477
RNA16860	gene8478
RNA16862	gene8479
RNA16863	gene8480
RNA16864	gene8481
RNA16865	gene8482
RNA16866	gene8483
RNA16867	gene8484
RNA16868	gene8485
RNA16869	gene8486
RNA16871	gene8487
RNA16872	gene8488
RNA16874	gene8489
RNA16875	gene8490
RNA16876	gene8491
RNA16883	gene8494
RNA16878	gene8493
RNA16885	gene8496
RNA16886	gene8497
RNA16889	gene8498
RNA16891	gene8499
RNA16892	gene8500
RNA16894	gene8502
RNA16895	gene8502
RNA16897	gene8502
RNA16899	gene8502
RNA16903	gene8502
RNA16905	gene8503
RNA16906	gene8504
RNA16907	gene8505
RNA16908	gene8505
RNA16909	gene8505
RNA16910	gene8506
RNA16911	gene8506
RNA16912	gene8506
RNA16913	gene8507
RNA16914	gene8507
RNA16915	gene8507
RNA16916	gene8508
RNA16917	gene8509
RNA16918	gene8510
RNA16919	gene8511
RNA16920	gene8512
RNA16921	gene8513
RNA16922	gene8514
RNA16923	gene8515
RNA16924	gene8516
RNA16925	gene8517
RNA16926	gene8518
RNA16927	gene8519
RNA16928	gene8520
RNA16930	gene8521
RNA16931	gene8521
RNA16937	gene8523
RNA16932	gene8522
RNA16936	gene8522
RNA16940	gene8525
RNA16941	gene8525
RNA16942	gene8525
RNA16946	gene8526
RNA16947	gene8526
RNA16949	gene8526
RNA16951	gene8527
RNA16952	gene8527
RNA16953	gene8528
RNA16954	gene8529
RNA16955	gene8529
RNA16957	gene8531
RNA16958	gene8531
RNA16960	gene8532
RNA16962	gene8533
RNA16963	gene8534
RNA16964	gene8535
RNA16967	gene8537
RNA16968	gene8538
RNA16969	gene8539
RNA16971	gene8539
RNA16972	gene8540
RNA16973	gene8540
RNA16974	gene8541
RNA16975	gene8542
RNA16976	gene8543
RNA16977	gene8543
RNA16978	gene8543
RNA16979	gene8543
RNA16980	gene8543
RNA16981	gene8544
RNA16983	gene8545
RNA16984	gene8546
RNA16985	gene8546
RNA16987	gene8546
RNA16988	gene8546
RNA16989	gene8546
RNA16994	gene8548
RNA16995	gene8548
RNA16996	gene8548
RNA16997	gene8548
RNA16998	gene8548
RNA17000	gene8550
RNA17001	gene8551
RNA17002	gene8552
RNA17003	gene8552
RNA17004	gene8553
RNA17005	gene8553
RNA17006	gene8554
RNA17009	gene8554
RNA17013	gene8554
RNA17015	gene8556
RNA17017	gene8557
RNA17018	gene8558
RNA17019	gene8558
RNA17020	gene8559
RNA17021	gene8560
RNA17022	gene8561
RNA17024	gene8562
RNA17025	gene8563
RNA17027	gene8564
RNA17029	gene8565
RNA17030	gene8566
RNA17031	gene8567
RNA17033	gene8569
RNA17034	gene8569
RNA17035	gene8569
RNA17037	gene8571
RNA17038	gene8572
RNA17039	gene8573
RNA17040	gene8574
RNA17041	gene8575
RNA17043	gene8577
RNA17044	gene8578
RNA17045	gene8579
RNA17046	gene8580
RNA17047	gene8580
RNA17048	gene8581
RNA17049	gene8581
RNA17052	gene8582
RNA17053	gene8583
RNA17056	gene8585
RNA17057	gene8586
RNA17058	gene8587
RNA17059	gene8588
RNA17060	gene8589
RNA17061	gene8590
RNA17062	gene8591
RNA17063	gene8591
RNA17064	gene8591
RNA17065	gene8592
RNA17066	gene8592
RNA17067	gene8592
RNA17068	gene8592
RNA17069	gene8593
RNA17070	gene8594
RNA17072	gene8595
RNA17073	gene8595
RNA17074	gene8596
RNA17075	gene8596
RNA17077	gene8597
RNA17078	gene8598
RNA17079	gene8598
RNA17086	gene8600
RNA17087	gene8601
RNA17088	gene8601
RNA17090	gene8602
RNA17091	gene8602
RNA17093	gene8603
RNA17095	gene8605
RNA17096	gene8606
RNA17097	gene8607
RNA17098	gene8608
RNA17099	gene8608
RNA17101	gene8609
RNA17102	gene8610
RNA17104	gene8611
RNA17105	gene8612
RNA17108	gene8613
RNA17109	gene8614
RNA17110	gene8615
RNA17111	gene8616
RNA17112	gene8617
RNA17113	gene8618
RNA17114	gene8619
RNA17116	gene8620
RNA17117	gene8621
RNA17118	gene8621
RNA17120	gene8622
RNA17121	gene8622
RNA17122	gene8623
RNA17124	gene8624
RNA17125	gene8625
RNA17128	gene8626
RNA17130	gene8628
RNA17132	gene8628
RNA17133	gene8629
RNA17134	gene8630
RNA17135	gene8631
RNA17136	gene8632
RNA17138	gene8634
RNA17139	gene8634
RNA17140	gene8634
RNA17141	gene8634
RNA17142	gene8635
RNA17143	gene8636
RNA17144	gene8637
RNA17145	gene8637
RNA17146	gene8638
RNA17147	gene8639
RNA17148	gene8640
RNA17149	gene8640
RNA17150	gene8640
RNA17151	gene8641
RNA17152	gene8642
RNA17153	gene8642
RNA17155	gene8644
RNA17156	gene8645
RNA17157	gene8646
RNA17158	gene8647
RNA17159	gene8648
RNA17160	gene8649
RNA17161	gene8650
RNA17162	gene8651
RNA17163	gene8652
RNA17164	gene8653
RNA17165	gene8654
RNA17167	gene8655
RNA17168	gene8656
RNA17169	gene8657
RNA17171	gene8658
RNA17172	gene8659
RNA17173	gene8659
RNA17175	gene8660
RNA17177	gene8661
RNA17178	gene8661
RNA17180	gene8662
RNA17181	gene8663
RNA17182	gene8664
RNA17183	gene8664
RNA17184	gene8664
RNA17185	gene8664
RNA17186	gene8664
RNA17187	gene8664
RNA17188	gene8664
RNA17189	gene8664
RNA17190	gene8664
RNA17191	gene8664
RNA17192	gene8664
RNA17193	gene8665
RNA17196	gene8666
RNA17197	gene8667
RNA17198	gene8668
RNA17199	gene8669
RNA17200	gene8669
RNA17201	gene8670
RNA17202	gene8671
RNA17203	gene8671
RNA17204	gene8671
RNA17206	gene8671
RNA17208	gene8673
RNA17209	gene8674
RNA17210	gene8675
RNA17211	gene8675
RNA17212	gene8676
RNA17213	gene8677
RNA17217	gene8678
RNA17218	gene8678
RNA17221	gene8680
RNA17222	gene8681
RNA17225	gene8682
RNA17226	gene8682
RNA17227	gene8683
RNA17228	gene8684
RNA17229	gene8685
RNA17230	gene8686
RNA17232	gene8687
RNA17233	gene8687
RNA17234	gene8687
RNA17235	gene8687
RNA17236	gene8687
RNA17237	gene8688
RNA17238	gene8689
RNA17239	gene8690
RNA17241	gene8691
RNA17242	gene8692
RNA17243	gene8693
RNA17244	gene8693
RNA17246	gene8694
RNA17247	gene8695
RNA17248	gene8695
RNA17249	gene8695
RNA17250	gene8695
RNA17252	gene8695
RNA17253	gene8695
RNA17254	gene8695
RNA17255	gene8695
RNA17256	gene8696
RNA17257	gene8697
RNA17260	gene8699
RNA17262	gene8701
RNA17263	gene8702
RNA17264	gene8703
RNA17265	gene8704
RNA17266	gene8705
RNA17268	gene8707
RNA17269	gene8708
RNA17270	gene8709
RNA17271	gene8710
RNA17272	gene8711
RNA17273	gene8712
RNA17274	gene8713
RNA17275	gene8714
RNA17277	gene8716
RNA17278	gene8716
RNA17279	gene8716
RNA17280	gene8716
RNA17281	gene8717
RNA17284	gene8719
RNA17285	gene8720
RNA17286	gene8720
RNA17287	gene8720
RNA17288	gene8720
RNA17289	gene8720
RNA17290	gene8720
RNA17291	gene8720
RNA17292	gene8720
RNA17293	gene8720
RNA17294	gene8721
RNA17295	gene8722
RNA17296	gene8723
RNA17298	gene8724
RNA17299	gene8725
RNA17300	gene8725
RNA17301	gene8725
RNA17303	gene8726
RNA17304	gene8727
RNA17305	gene8728
RNA17306	gene8729
RNA17309	gene8731
RNA17311	gene8732
RNA17313	gene8732
RNA17315	gene8733
RNA17317	gene8735
RNA17318	gene8736
RNA17319	gene8736
RNA17320	gene8737
RNA17321	gene8738
RNA17322	gene8738
RNA17326	gene8741
RNA17330	gene8742
RNA17331	gene8743
RNA17332	gene8744
RNA17337	gene8744
RNA17338	gene8744
RNA17339	gene8744
RNA17340	gene8744
RNA17341	gene8744
RNA17342	gene8744
RNA17350	gene8745
RNA17351	gene8745
RNA17352	gene8745
RNA17353	gene8745
RNA17354	gene8746
RNA17355	gene8746
RNA17356	gene8747
RNA17357	gene8748
RNA17358	gene8748
RNA17359	gene8748
RNA17360	gene8748
RNA17362	gene8750
RNA17364	gene8751
RNA17366	gene8751
RNA17369	gene8753
RNA17371	gene8755
RNA17373	gene8755
RNA17374	gene8756
RNA17375	gene8757
RNA17376	gene8757
RNA17377	gene8758
RNA17379	gene8760
RNA17380	gene8761
RNA17381	gene8761
RNA17382	gene8762
RNA17383	gene8762
RNA17384	gene8763
RNA17385	gene8763
RNA17386	gene8764
RNA17387	gene8764
RNA17389	gene8764
RNA17390	gene8765
RNA17391	gene8765
RNA17392	gene8766
RNA17393	gene8767
RNA17394	gene8767
RNA17395	gene8767
RNA17397	gene8768
RNA17398	gene8769
RNA17399	gene8769
RNA17400	gene8770
RNA17401	gene8771
RNA17402	gene8771
RNA17403	gene8772
RNA17404	gene8773
RNA17405	gene8774
RNA17406	gene8775
RNA17407	gene8776
RNA17408	gene8777
RNA17410	gene8779
RNA17411	gene8780
RNA17412	gene8781
RNA17413	gene8782
RNA17417	gene8783
RNA17418	gene8784
RNA17419	gene8785
RNA17420	gene8786
RNA17421	gene8787
RNA17422	gene8788
RNA17424	gene8789
RNA17425	gene8789
RNA17427	gene8789
RNA17430	gene8790
RNA17431	gene8791
RNA17432	gene8791
RNA17433	gene8792
RNA17434	gene8793
RNA17435	gene8794
RNA17437	gene8795
RNA17439	gene8796
RNA17440	gene8796
RNA17441	gene8797
RNA17442	gene8798
RNA17443	gene8799
RNA17444	gene8800
RNA17445	gene8800
RNA17447	gene8802
RNA17448	gene8803
RNA17449	gene8804
RNA17450	gene8804
RNA17451	gene8804
RNA17452	gene8805
RNA17453	gene8806
RNA17455	gene8807
RNA17456	gene8808
RNA17457	gene8808
RNA17458	gene8808
RNA17459	gene8808
RNA17460	gene8808
RNA17462	gene8808
RNA17463	gene8809
RNA17464	gene8810
RNA17466	gene8812
RNA17467	gene8812
RNA17468	gene8812
RNA17469	gene8812
RNA17470	gene8812
RNA17471	gene8812
RNA17472	gene8812
RNA17473	gene8813
RNA17475	gene8814
RNA17476	gene8815
RNA17477	gene8816
RNA17478	gene8817
RNA17479	gene8818
RNA17481	gene8818
RNA17482	gene8818
RNA17483	gene8818
RNA17484	gene8819
RNA17485	gene8820
RNA17486	gene8820
RNA17487	gene8821
RNA17488	gene8822
RNA17489	gene8823
RNA17490	gene8824
RNA17491	gene8825
RNA17492	gene8826
RNA17493	gene8827
RNA17502	gene8830
RNA17509	gene8832
RNA17503	gene8831
RNA17507	gene8831
RNA17508	gene8831
RNA17510	gene8833
RNA17511	gene8833
RNA17514	gene8834
RNA17515	gene8835
RNA17517	gene8837
RNA17518	gene8838
RNA17519	gene8839
RNA17521	gene8841
RNA17520	gene8840
RNA17524	gene8842
RNA17527	gene8844
RNA17529	gene8846
RNA17530	gene8847
RNA17531	gene8847
RNA17532	gene8847
RNA17533	gene8848
RNA17538	gene8850
RNA17536	gene8849
RNA17541	gene8852
RNA17542	gene8853
RNA17544	gene8853
RNA17545	gene8855
RNA17547	gene8856
RNA17548	gene8857
RNA17549	gene8857
RNA17550	gene8857
RNA17551	gene8858
RNA17552	gene8859
RNA17553	gene8860
RNA17555	gene8862
RNA17559	gene8864
RNA17560	gene8864
RNA17561	gene8864
RNA17562	gene8865
RNA17564	gene8866
RNA17565	gene8866
RNA17567	gene8868
RNA17568	gene8868
RNA17569	gene8869
RNA17571	gene8870
RNA17572	gene8871
RNA17573	gene8872
RNA17576	gene8873
RNA17577	gene8874
RNA17579	gene8875
RNA17580	gene8875
RNA17581	gene8876
RNA17582	gene8876
RNA17583	gene8877
RNA17584	gene8878
RNA17586	gene8880
RNA17588	gene8880
RNA17589	gene8880
RNA17591	gene8882
RNA17592	gene8883
RNA17593	gene8884
RNA17594	gene8885
RNA17595	gene8886
RNA17597	gene8887
RNA17598	gene8888
RNA17599	gene8889
RNA17601	gene8890
RNA17602	gene8891
RNA17603	gene8892
RNA17604	gene8893
RNA17605	gene8893
RNA17606	gene8894
RNA17607	gene8895
RNA17608	gene8895
RNA17609	gene8896
RNA17610	gene8897
RNA17611	gene8898
RNA17612	gene8899
RNA17613	gene8900
RNA17614	gene8901
RNA17615	gene8902
RNA17616	gene8902
RNA17617	gene8902
RNA17618	gene8902
RNA17619	gene8903
RNA17620	gene8903
RNA17621	gene8903
RNA17622	gene8903
RNA17623	gene8903
RNA17624	gene8903
RNA17625	gene8904
RNA17628	gene8905
RNA17630	gene8905
RNA17631	gene8906
RNA17632	gene8907
RNA17634	gene8908
RNA17635	gene8909
RNA17640	gene8912
RNA17641	gene8912
RNA17637	gene8911
RNA17638	gene8911
RNA17644	gene8913
RNA17645	gene8914
RNA17646	gene8914
RNA17647	gene8914
RNA17648	gene8914
RNA17649	gene8915
RNA17651	gene8917
RNA17652	gene8918
RNA17653	gene8918
RNA17654	gene8918
RNA17655	gene8918
RNA17658	gene8919
RNA17659	gene8919
RNA17660	gene8920
RNA17661	gene8920
RNA17662	gene8921
RNA17664	gene8922
RNA17667	gene8922
RNA17669	gene8924
RNA17670	gene8925
RNA17671	gene8926
RNA17672	gene8926
RNA17675	gene8928
RNA17679	gene8930
RNA17680	gene8931
RNA17681	gene8932
RNA17682	gene8933
RNA17683	gene8934
RNA17684	gene8934
RNA17686	gene8934
RNA17687	gene8934
RNA17688	gene8934
RNA17690	gene8936
RNA17691	gene8936
RNA17692	gene8937
RNA17693	gene8937
RNA17694	gene8938
RNA17695	gene8939
RNA17696	gene8940
RNA17697	gene8940
RNA17698	gene8940
RNA17699	gene8940
RNA17700	gene8941
RNA17702	gene8942
RNA17703	gene8942
RNA17705	gene8943
RNA17706	gene8944
RNA17707	gene8945
RNA17708	gene8946
RNA17709	gene8947
RNA17710	gene8948
RNA17711	gene8949
RNA17712	gene8950
RNA17713	gene8950
RNA17714	gene8951
RNA17715	gene8951
RNA17716	gene8952
RNA17717	gene8953
RNA17718	gene8954
RNA17720	gene8956
RNA17721	gene8957
RNA17722	gene8957
RNA17724	gene8958
RNA17725	gene8958
RNA17726	gene8959
RNA17727	gene8960
RNA17728	gene8961
RNA17731	gene8962
RNA17732	gene8963
RNA17733	gene8964
RNA17734	gene8964
RNA17735	gene8964
RNA17736	gene8964
RNA17737	gene8964
RNA17738	gene8964
RNA17739	gene8964
RNA17740	gene8964
RNA17741	gene8964
RNA17743	gene8966
RNA17744	gene8967
RNA17745	gene8968
RNA17746	gene8969
RNA17747	gene8970
RNA17748	gene8971
RNA17749	gene8972
RNA17750	gene8973
RNA17751	gene8974
RNA17752	gene8975
RNA17753	gene8976
RNA17754	gene8977
RNA17755	gene8977
RNA17757	gene8977
RNA17758	gene8977
RNA17761	gene8977
RNA17762	gene8977
RNA17765	gene8979
RNA17766	gene8980
RNA17767	gene8981
RNA17768	gene8981
RNA17769	gene8982
RNA17770	gene8983
RNA17771	gene8983
RNA17772	gene8984
RNA17773	gene8985
RNA17774	gene8986
RNA17775	gene8986
RNA17776	gene8987
RNA17777	gene8988
RNA17778	gene8988
RNA17779	gene8989
RNA17780	gene8990
RNA17781	gene8991
RNA17782	gene8992
RNA17783	gene8993
RNA17784	gene8994
RNA17785	gene8995
RNA17786	gene8996
RNA17787	gene8997
RNA17788	gene8997
RNA17789	gene8998
RNA17791	gene8998
RNA17792	gene8999
RNA17793	gene9000
RNA17795	gene9001
RNA17796	gene9001
RNA17797	gene9001
RNA17798	gene9002
RNA17799	gene9003
RNA17800	gene9003
RNA17801	gene9004
RNA17802	gene9005
RNA17806	gene9006
RNA17807	gene9007
RNA17809	gene9008
RNA17810	gene9009
RNA17811	gene9010
RNA17812	gene9010
RNA17813	gene9011
RNA17814	gene9012
RNA17818	gene9014
RNA17815	gene9013
RNA17819	gene9015
RNA17820	gene9015
RNA17821	gene9016
RNA17822	gene9017
RNA17823	gene9018
RNA17825	gene9020
RNA17826	gene9021
RNA17827	gene9022
RNA17828	gene9023
RNA17829	gene9024
RNA17830	gene9025
RNA17831	gene9025
RNA17832	gene9025
RNA17833	gene9026
RNA17834	gene9026
RNA17835	gene9026
RNA17836	gene9026
RNA17837	gene9026
RNA17838	gene9026
RNA17839	gene9026
RNA17840	gene9026
RNA17841	gene9026
RNA17842	gene9027
RNA17843	gene9028
RNA17844	gene9029
RNA17845	gene9030
RNA17846	gene9031
RNA17847	gene9032
RNA17848	gene9033
RNA17849	gene9034
RNA17852	gene9035
RNA17854	gene9035
RNA17855	gene9036
RNA17857	gene9037
RNA17858	gene9038
RNA17859	gene9039
RNA17860	gene9039
RNA17861	gene9040
RNA17862	gene9041
RNA17864	gene9041
RNA17866	gene9042
RNA17867	gene9043
RNA17868	gene9044
RNA17869	gene9044
RNA17870	gene9044
RNA17871	gene9044
RNA17872	gene9045
RNA17873	gene9045
RNA17876	gene9046
RNA17877	gene9047
RNA17878	gene9048
RNA17879	gene9049
RNA17881	gene9049
RNA17882	gene9049
RNA17883	gene9049
RNA17884	gene9050
RNA17885	gene9050
RNA17886	gene9050
RNA17887	gene9050
RNA17888	gene9050
RNA17890	gene9050
RNA17891	gene9050
RNA17893	gene9052
RNA17894	gene9052
RNA17895	gene9052
RNA17896	gene9052
RNA17897	gene9052
RNA17898	gene9052
RNA17899	gene9052
RNA17900	gene9052
RNA17901	gene9052
RNA17902	gene9052
RNA17903	gene9052
RNA17904	gene9052
RNA17905	gene9052
RNA17906	gene9052
RNA17907	gene9052
RNA17908	gene9052
RNA17910	gene9052
RNA17911	gene9052
RNA17912	gene9052
RNA17913	gene9052
RNA17917	gene9054
RNA17918	gene9055
RNA17921	gene9056
RNA17922	gene9057
RNA17923	gene9058
RNA17924	gene9059
RNA17925	gene9060
RNA17926	gene9061
RNA17927	gene9062
RNA17930	gene9065
RNA17931	gene9066
RNA17933	gene9068
RNA17934	gene9069
RNA17935	gene9070
RNA17936	gene9070
RNA17937	gene9071
RNA17938	gene9071
RNA17939	gene9071
RNA17940	gene9071
RNA17941	gene9072
RNA17943	gene9072
RNA17944	gene9073
RNA17945	gene9074
RNA17946	gene9074
RNA17947	gene9074
RNA17948	gene9074
RNA17949	gene9074
RNA17950	gene9074
RNA17951	gene9075
RNA17952	gene9076
RNA17954	gene9078
RNA17955	gene9078
RNA17956	gene9079
RNA17957	gene9080
RNA17958	gene9081
RNA17959	gene9081
RNA17960	gene9082
RNA17961	gene9082
RNA17962	gene9083
RNA17963	gene9084
RNA17964	gene9085
RNA17967	gene9088
RNA17968	gene9088
RNA17969	gene9089
RNA17970	gene9090
RNA17971	gene9091
RNA17972	gene9092
RNA17973	gene9093
RNA17974	gene9094
RNA17975	gene9095
RNA17977	gene9096
RNA17978	gene9097
RNA17979	gene9098
RNA17980	gene9099
RNA17981	gene9100
RNA17982	gene9101
RNA17983	gene9102
RNA17984	gene9103
RNA17985	gene9104
RNA17987	gene9105
RNA17988	gene9105
RNA17989	gene9106
RNA17990	gene9106
RNA17992	gene9106
RNA17993	gene9106
RNA17994	gene9106
RNA17995	gene9107
RNA17996	gene9108
RNA17997	gene9109
RNA17998	gene9109
RNA17999	gene9110
RNA18000	gene9111
RNA18003	gene9112
RNA18005	gene9113
RNA18006	gene9113
RNA18007	gene9114
RNA18008	gene9115
RNA18009	gene9116
RNA18010	gene9116
RNA18011	gene9116
RNA18012	gene9116
RNA18014	gene9117
RNA18015	gene9118
RNA18016	gene9119
RNA18017	gene9120
RNA18018	gene9120
RNA18019	gene9121
RNA18021	gene9122
RNA18023	gene9123
RNA18024	gene9124
RNA18025	gene9125
RNA18026	gene9125
RNA18027	gene9125
RNA18028	gene9126
RNA18029	gene9126
RNA18030	gene9126
RNA18031	gene9126
RNA18032	gene9127
RNA18033	gene9128
RNA18034	gene9129
RNA18035	gene9129
RNA18036	gene9129
RNA18038	gene9130
RNA18039	gene9131
RNA18040	gene9132
RNA18041	gene9133
RNA18042	gene9134
RNA18044	gene9136
RNA18045	gene9137
RNA18046	gene9138
RNA18047	gene9139
RNA18048	gene9140
RNA18049	gene9141
RNA18050	gene9142
RNA18051	gene9142
RNA18052	gene9143
RNA18054	gene9144
RNA18055	gene9144
RNA18056	gene9145
RNA18057	gene9146
RNA18058	gene9147
RNA18059	gene9147
RNA18060	gene9147
RNA18061	gene9148
RNA18063	gene9149
RNA18064	gene9150
RNA18065	gene9151
RNA18066	gene9151
RNA18067	gene9152
RNA18070	gene9155
RNA18071	gene9156
RNA18072	gene9157
RNA18073	gene9158
RNA18076	gene9159
RNA18086	gene9161
RNA18077	gene9160
RNA18079	gene9160
RNA18080	gene9160
RNA18085	gene9160
RNA18087	gene9162
RNA18088	gene9163
RNA18089	gene9164
RNA18090	gene9165
RNA18091	gene9166
RNA18092	gene9167
RNA18093	gene9168
RNA18094	gene9168
RNA18095	gene9169
RNA18096	gene9170
RNA18097	gene9170
RNA18098	gene9170
RNA18099	gene9171
RNA18100	gene9172
RNA18101	gene9173
RNA18102	gene9174
RNA18104	gene9175
RNA18108	gene9177
RNA18110	gene9179
RNA18112	gene9181
RNA18116	gene9182
RNA18117	gene9182
RNA18118	gene9183
RNA18119	gene9184
RNA18122	gene9185
RNA18123	gene9186
RNA18124	gene9186
RNA18125	gene9187
RNA18128	gene9188
RNA18133	gene9189
RNA18134	gene9190
RNA18136	gene9190
RNA18140	gene9191
RNA18141	gene9192
RNA18143	gene9192
RNA18144	gene9193
RNA18145	gene9194
RNA18146	gene9195
RNA18150	gene9196
RNA18151	gene9196
RNA18152	gene9197
RNA18156	gene9199
RNA18158	gene9200
RNA18159	gene9201
RNA18160	gene9202
RNA18162	gene9202
RNA18163	gene9203
RNA18164	gene9204
RNA18165	gene9205
